"V1" "V2" "V3" "V4" "V5" "V6" "V7" "V8" "V9" "V10" "V11" "V12" "V13" "V14" "V15" "V16" "V17" "V18" "V19" "V20" "V21" "V22" "V23" "V24" "V25" "V26" "V27" "V28" "V29" "V30" "V31" "V32" "V33" "V34" "V35" "V36" "V37" "V38" "V39" "V40" "V41" "V42" "V43" "V44" "V45" "V46" "V47" "V48" "V49" "V50" "V51" "V52" "V53" "V54" "V55" "V56" "V57" "V58" "V59" "V60" "V61" "V62" "V63" "V64" "V65" "V66" "V67" "V68" "V69" "V70" "V71" "V72" "V73" "V74" "V75" "V76" "V77" "V78" "V79" "V80" "V81" "V82" "V83" "V84" "V85" "V86" "V87" "V88" "V89" "V90" "V91" "V92" "V93" "V94" "V95" "V96" "V97" "V98" "V99" "V100"
"57" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"58" 6 1 3 3 1 1 1 1 1 2 0.6 0 2 2 1 3 2 2 3 3 0 5 1 0 0 2 0 0 0 0 0 0 2 0 0 0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 0 0 0 3 1 0 4 2 2 2 3 3 1 1 1 0 2 0 9 1 0 5 3 1 2 0 2 0 1 0 0 0 0 0 0.5 0 2 0 2 1 1 0 1 0 1 2 2 0 0 2
"59" 0 1 1 1 0 1 0 1 2 0 0 0 0 1 1 0 3 0 2 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0.5 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"60" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 2 1 2 0 1 1 0 2 0 0 0.666666666666667 0 0.4 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0.5 0 0 0 0 0 1.25 1 0 0 0 0 0.333333333333333 0 0 0 0 0 0 1 0 0 0 0 0 0.0625 0 0.5 0.5 0 0 0.1 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0
"61" 0 0.2 0 0 0 0 0 0 0.5 0 0 0.2 0 0 0 1 0 0.333333333333333 0 0 0 0 0 0.157894736842105 0.25 0 1 1 0 0 0 0 0 0 0 0.166666666666667 0 0 1 0 0 0.125 0 0 0 0 0.333333333333333 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0.0416666666666667 0.5 0 0 0 1 0 0 0 0 0.25 0.0285714285714286 0 0 1 0.333333333333333 0 0.0625 0 0.5 0 0 0 0 0 0 0 0 0.0769230769230769 0 0 0 0 0 0 0.111111111111111 0 0 0 0
"62" 1.66666666666667 0 0 0 0 1 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0.111111111111111 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 1 1 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0.142857142857143 0.2 0 0 0 0
"63" 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0.222222222222222 0 0 0 0 0.1 0 0 0 0 0 0 0 1 1 0 1.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"64" 0 0 0 0.666666666666667 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"65" 4 1 2 1 2 1 1 1 0 0 0 0 0 0.666666666666667 1 0 2 1 0.5 1 1.33333333333333 1 0 1 1 0 1 0 0.2 0 0.166666666666667 0.666666666666667 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0.0555555555555555 0.5 2 0 6 1 1 1 2 1 2 0 1 0 0.0625 0 2 1 3 1 1 1 0 0 0 3 1 0 0 0 2 1 1 2 1 0 0 0 3 2 0.3125 1 1 0 1 0 1 0 1 2 1 3 0 1
"66" 0 0 0 0 0 0 1 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0.0384615384615385 0 0 0 0 0 0 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"67" 0.142857142857143 0 0.142857142857143 0 0 0 0.25 0 0 0 0 0 0.333333333333333 0 0 0 0.0769230769230769 0 0 0.1 1 0 0.166666666666667 0 0 0 0 0.125 0 0 0 0.111111111111111 1 0 0 0 0.333333333333333 0 0 0.2 0 0 0.5 0 1 0 0 0 0.142857142857143 0 0 0 0.1 0 0 0.333333333333333 0.032258064516129 0 0 0 0 0 0 0 0 0 0 0.0555555555555555 0 0 0.125 0.0526315789473684 0 0 0 0 0 0.2 0.111111111111111 0 0 0 0 0 0.142857142857143 0 0 0 0.111111111111111 0 0 0 0.5 0 0 0 0 0.5 0.0625 0
"68" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0 0 0 0.5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0
"69" 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0625 0 0 0 0 0 0.0526315789473684 0 0 1 0.0384615384615385 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"70" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188679245283019 1 0.444444444444444 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"71" 0 0 2 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0
"72" 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0.2 1 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0
"73" 0 0 3 1 2 0 1 0 0.0714285714285714 0 0 0 0 0 0 0.142857142857143 0 0 0 0 1 0 0 0 0 1 0 0.0175438596491228 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"74" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 4 0 0 1 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0.25 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"75" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0
"76" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0.5 0 0.5 2 0.333333333333333 1 1 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0.0714285714285714 0 1 1 0 0 0 0 0 0 0 0 0 0
"77" 1 0 0 0 1 0 1 0 1 0 1 0 2 1 1 1 0.5 0 0.333333333333333 0.166666666666667 0 0 0 0 0 0 0 1 0.666666666666667 1 0.5 0 0.333333333333333 0 0.333333333333333 0 1 0 0 0.5 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0.6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"78" 0 0 0 0.333333333333333 0 0 0 1 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0.1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"79" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.222222222222222 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.076923076923077 0 0 0 0 0 0 0 0 0 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0.142857142857143 0 0 0 0
"80" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"81" 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0.181818181818182 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.5 0 0 0 0 0
"82" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0.166666666666667 1 0.25 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0.5 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0512820512820513 0.0344827586206897 0 0.133333333333333 0 0.142857142857143 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0
"83" 0 1 0.5 0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"84" 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"85" 0 0 0 0 0 0 0.5 0 0 0 0 0 2 1 1 0 2 0 0 0 2 0.5 1 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4 1 0 0 4 3 4 1 0.833333333333333 7 0 0 2 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"86" 0.111111111111111 0 0 0 0 0 0 0 1 0 0.5 0 0 0.25 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 1 0 0 0 0 0 0 0.0833333333333333 0 0 0 0 0 0 0 0.25 0.5 0 1 0 1 0 0 0 0
"87" 0 0 0 0 0 0 0 1 0 0 0.133333333333333 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.0256410256410256 0 0 0 0 0 0 0 0 0 0.0163934426229508 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"88" 0 0 0 0 0 0 0.333333333333333 0 0 0 2 0 0 1 2 1 3 0 1 1 0 0.428571428571429 0 0 0 0.142857142857143 1 0.0769230769230769 1 3 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.0217391304347826 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0188679245283019 0 0 0 0 1 0.666666666666667 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.1 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"89" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0.25 0 0 0.333333333333333 0 0.333333333333333 0 0 0 0 0.142857142857143 0 0.2 0.5 0 0.25 0 0.333333333333333 0.125 0 0.25 0.0833333333333333 0 1 1 1 0.2 0 0 0.25 0 1 0 0 0 0 0.125 0 0.0909090909090909 0 0.2 0 0 0.333333333333333 0 0 0 0 0.166666666666667 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0.0869565217391305 0 0 0.25 0 0 0 0 0.0238095238095238 0 0 0 0 0 0 0 0 0.0869565217391305 0 0 0 0
"90" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0.181818181818182 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"91" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0.333333333333333 0.25 0.0909090909090909 0 0 0 0 0 0.5 0 0 0 0 0.2 0 0 0 0 0 0 0 0.230769230769231 0 0 0 0 0 0 0 0 0.09375 0 0 0 0 0 0 0 0 0 0 0.0714285714285715 0.5 0 0 1 0 0 0 0 0 0 0 0.024390243902439 0 0 0 0 0 0 0 0.133333333333333 0.333333333333333 0 0 0.0714285714285714 0 0 0 0 0 0 0 0 0
"92" 0.2 0 0.333333333333333 0 0 0.333333333333333 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.125 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
"93" 0 0 0 0 0 0 0.428571428571429 0 0 0 0.0357142857142857 0 2 0 0 2 0.142857142857143 0.333333333333333 0 0 0.285714285714286 0.166666666666667 2 0 1 0.25 0 0.1 0 0 0 0 0.285714285714286 0 0 0 2 1 0 0 1 0.166666666666667 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0.0666666666666667 0 0 0 0 0 0 0 1 0 0 0.25 0.166666666666667 0 0 0 0 0 0 1 0.0454545454545455 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0.2
"94" 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0.0555555555555555 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"95" 0 0 0 0.5 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"96" 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.333333333333333 0 0 0 0
"97" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.125 0 0 0 0 0 0 0.5 0 0 0.0625 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"98" 0 0 1 0 1 0 0 0 1 0 0 0 0 0 1 0 0.5 0 1 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"99" 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0.024390243902439 0 0 2 0 0.2 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.19047619047619 0 0 0 0 0 0 0 0 0 1 1 0.5 0
"100" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.285714285714286 0 0.2 1 0 0 0 0 0 0 1 0.166666666666667 0 0 0 0 0.25 1 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 0 0 0 0 1 0 0 0 0
"101" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"102" 0.25 1 0.4 0 1 1 1 1 3 0 0.714285714285714 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0.142857142857143 0.153846153846154 0 0.25 0 0 0 1 0 1 1 0 0 0 0 0.25 0 0.0833333333333333 0 0.142857142857143 1 0 0.5 0 0 0 0 0.0625 0 0.25 0 1 0.5 0.133333333333333 0 0 0 0 0 1 0 0 0 0.333333333333333 1 0 0 1 0 0.5 0.0714285714285715 0 0 0 0 0 0.285714285714286 0 0 0 0 0.25 0 0 0 0 0 0 1 1 0 0.5 0
"103" 0 1 0 0 0 0 0.25 0 0 0 4 1 0 0 0 0 0.333333333333333 0 0 0 0 0 0 0.5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.5 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"104" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.25 0.0909090909090909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"105" 0 0 0 0 0 0 0 0 1 1 2 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0.142857142857143 0.125 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0909090909090909 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"106" 0 1 1 1 0 0 2 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0.25 1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0.333333333333333 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0.0833333333333333 0 0 0 0
"107" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0.25 0 0 0 0.25 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0 0 1 0.111111111111111 0 0 0 0 0 0 0 0 1 0 0 0.5 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0 0 0.1 0.111111111111111 0 0 0 0 0 0 0 0.05 0 0 0 0 0.25 0 0.2 0 0.25 0 0 1 0
"108" 0.25 2 1 0 0 1 0 0 0 0 0 0 0 0 0 0.666666666666667 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"109" 0 0 0.0714285714285714 0 0 0.333333333333333 0 0.25 0.0454545454545455 0 0 0 0 0 0 0 0.111111111111111 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0588235294117647 0 0 0 0 0 0 0 0 0 0 0.133333333333333 0 0 0 0 0 0.111111111111111 0 0 0 0.5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0555555555555555 0 0 0 0 0 0.0126582278481013 0 0.0909090909090909 0 0 0 0.0416666666666667 0 0 0 0 0 0 0 0 0.0714285714285714 0 0 0.0147058823529412 0 0 1 0
"110" 0 0 1.5 0 0.333333333333333 1 2 0 0 0 1 2 1 1 1 0.5 0.5 0 2 0 2 1 0 1 2 0 0 1 1.5 1 0 1 0.125 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0.272727272727273 0 1 0.333333333333333 1 0 0 1 1 1 1 1 1 0 0 0 0 0 0 2 0 0 0 0.333333333333333 1 0 0.0120481927710843 0 0 1 0 0.0909090909090909 0 0.4 0 2 0 0.5 1 0 1 1 3 2 1 0 2
"111" 0 0 0 0 0 0 1 0.333333333333333 0 0.25 0 0 0 0 0 0 0.0476190476190476 0 0 0 0 0 0 0 0 0 0 0 0 0 0.181818181818182 0 0 0 0 0 0.0769230769230769 0 0.5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.166666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 1 1 0 0 1
"112" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0.0408163265306122 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.333333333333333 0.0425531914893617 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"113" 0 0 0 0 0 0 0 0 0.076923076923077 0 0 0 0 0 0.4 1 2 0 0 0 0 0 0.333333333333333 0 0 0 0 0.307692307692308 0 0.0245901639344263 0 0 0 0 0 1 1 0 0 1 0 1 0 0 0.5 0 0 0 0 2 0 1 0 0 0 0 0.3 0 0 0 0.666666666666667 0 0 0 0 0 1 0.0666666666666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0833333333333333 0 0 1 0 0 0 0 0 0 0 0 0 0 0.111111111111111
"114" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
