"user_id","level_id","retrial_count"
113,165,12
113,166,0
113,167,0
113,168,14
113,169,0
113,170,2
113,171,0
113,172,6
113,173,10
113,174,0
113,175,4
113,176,1
113,177,0
113,178,0
113,179,1
113,180,1
113,181,0
113,182,10
113,183,27
113,184,0
113,185,27
113,186,11
113,187,11
113,188,1
113,189,1
113,190,6
113,191,47
113,192,5
113,193,10
113,194,0
113,195,18
113,196,8
113,197,1
113,198,2
113,199,0
113,200,8
114,151,0
114,152,0
114,153,5
114,154,4
114,155,3
114,156,5
114,157,0
114,158,1
114,159,2
114,160,0
114,161,3
114,162,25
114,163,0
114,164,0
114,165,7
114,166,0
114,167,0
114,168,17
114,169,0
114,170,0
114,171,13
114,172,2
114,173,68
114,174,3
114,175,12
114,176,2
114,177,1
114,178,0
114,179,1
114,180,5
114,181,0
114,182,3
114,183,2
114,184,5
114,185,9
114,186,0
114,187,4
114,188,11
114,189,6
114,190,5
114,191,3
114,192,2
114,193,4
114,194,4
114,195,8
114,196,4
114,197,0
114,198,12
114,199,5
114,200,1
115,151,4
115,152,2
115,153,3
115,154,8
115,155,2
115,156,0
115,157,5
115,158,2
115,159,1
115,160,2
115,161,0
115,162,1
115,163,2
115,164,0
115,165,1
115,166,2
115,167,2
115,168,5
115,169,7
115,170,4
115,171,3
115,172,3
115,173,1
115,174,0
115,175,4
115,176,4
115,177,3
115,178,8
115,179,18
115,180,4
115,181,1
115,182,2
115,183,8
115,184,2
115,185,2
115,186,1
115,187,28
115,188,1
115,189,1
115,190,0
115,191,5
115,192,1
115,193,0
115,194,0
115,195,0
115,196,0
115,197,4
115,198,0
115,199,5
115,200,0
116,151,12
116,152,0
116,153,3
116,154,31
116,155,0
116,156,2
116,157,0
116,158,0
116,159,2
116,160,0
116,161,0
116,162,4
116,163,1
116,164,3
116,165,0
116,166,4
116,167,24
116,168,23
116,169,0
116,170,6
116,171,4
116,172,78
116,173,4
116,174,0
116,175,2
116,176,3
116,177,3
116,178,3
116,179,3
116,180,2
116,181,5
116,182,0
116,183,4
116,184,2
116,185,0
116,186,0
116,187,16
116,188,1
116,189,0
116,190,1
116,191,4
116,192,0
116,193,0
116,194,0
116,195,0
116,196,3
116,197,1
116,198,7
116,199,0
116,200,6
117,151,12
117,152,8
117,153,0
117,154,0
117,155,42
117,156,0
117,157,0
117,158,0
117,159,14
117,160,5
117,161,0
117,162,21
117,163,0
117,164,2
117,165,0
117,166,0
117,167,0
117,168,0
117,169,0
117,170,2
117,171,0
117,172,10
117,173,0
117,174,2
117,175,13
117,176,2
117,177,0
117,178,0
117,179,0
117,180,0
117,181,0
117,182,9
117,183,0
117,184,0
117,185,1
117,186,0
117,187,44
117,188,0
117,189,12
117,190,0
117,191,6
117,192,0
117,193,2
117,194,0
117,195,4
117,196,0
117,197,0
117,198,0
117,199,0
117,200,0
118,151,0
118,152,0
118,153,0
118,154,0
118,155,2
118,156,0
118,157,0
118,158,0
118,159,0
118,160,0
118,161,0
118,162,0
118,163,0
118,164,0
118,165,0
118,166,0
118,167,0
118,168,0
118,169,0
118,170,0
118,171,0
118,172,0
118,173,0
118,174,0
118,175,0
118,176,0
118,177,0
118,178,0
118,179,0
118,180,0
118,181,0
118,182,0
118,183,0
118,184,0
118,185,0
118,186,0
118,187,8
118,188,0
118,189,0
118,190,1
118,191,0
118,192,0
118,193,0
118,194,0
118,195,0
118,196,0
118,197,1
118,198,0
118,199,0
118,200,2
119,151,9
119,152,9
119,153,0
119,154,8
119,155,1
119,156,19
119,157,20
119,158,4
119,159,2
119,160,0
119,161,4
119,162,2
119,163,6
119,164,0
119,165,0
119,166,6
119,167,22
119,168,1
119,169,3
119,170,4
119,171,4
119,172,13
119,173,37
119,174,8
119,175,5
119,176,0
119,177,3
119,178,0
119,179,0
119,180,0
119,181,0
119,182,0
119,183,0
119,184,0
119,185,0
119,186,0
119,187,0
119,188,0
119,189,0
119,190,0
119,191,0
119,192,0
119,193,0
119,194,0
119,195,0
119,196,0
119,197,0
119,198,0
119,199,0
119,200,0
120,151,9
120,152,9
120,153,6
120,154,9
120,155,25
120,156,0
120,157,52
120,158,0
120,159,16
120,160,4
120,161,2
120,162,2
120,163,0
120,164,8
120,165,0
120,166,0
120,167,0
120,168,0
120,169,2
120,170,0
120,171,30
120,172,79
120,173,13
120,174,13
120,175,0
120,176,0
120,177,0
120,178,0
120,179,58
120,180,0
120,181,6
120,182,3
120,183,24
120,184,0
120,185,13
120,186,0
120,187,0
120,188,1
120,189,28
120,190,24
120,191,18
120,192,0
120,193,0
120,194,0
120,195,0
120,196,41
120,197,1
120,198,4
120,199,3
120,200,3
121,151,0
121,152,0
121,153,0
121,154,0
121,155,9
121,156,0
121,157,0
121,158,0
121,159,2
121,160,6
121,161,0
121,162,8
121,163,0
121,164,0
121,165,0
121,166,0
121,167,0
121,168,0
121,169,0
121,170,0
121,171,0
121,172,8
121,173,0
121,174,0
121,175,0
121,176,0
121,177,0
121,178,0
121,179,0
121,180,0
121,181,0
121,182,0
121,183,0
121,184,0
121,185,0
121,186,0
121,187,0
121,188,0
121,189,0
121,190,0
121,191,7
121,192,0
121,193,0
121,194,0
121,195,0
121,196,1
121,197,0
121,198,2
121,199,5
121,200,0
122,151,11
122,152,9
122,153,1
122,154,7
122,155,24
122,156,1
122,157,29
122,158,2
122,159,28
122,160,0
122,161,0
122,162,119
122,163,16
122,164,4
122,165,3
122,166,1
122,167,37
122,168,3
122,169,1
122,170,0
122,171,12
122,172,24
122,173,11
122,174,5
122,175,3
122,176,5
122,177,1
122,178,35
122,179,27
122,180,32
122,181,11
122,182,1
122,183,4
122,184,1
122,185,24
122,186,1
122,187,27
122,188,4
122,189,14
122,190,7
122,191,9
122,192,0
122,193,1
122,194,2
122,195,6
122,196,0
122,197,2
122,198,0
122,199,2
122,200,0
123,151,2
123,152,11
123,153,15
123,154,4
123,155,25
123,156,0
123,157,7
123,158,6
123,159,6
123,160,0
123,161,2
123,162,26
123,163,8
123,164,0
123,165,0
123,166,0
123,167,0
123,168,0
123,169,0
123,170,0
123,171,0
123,172,0
123,173,0
123,174,2
123,175,0
123,176,0
123,177,1
123,178,3
123,179,2
123,180,7
123,181,7
123,182,0
123,183,3
123,184,9
123,185,3
123,186,0
123,187,3
123,188,2
123,189,0
123,190,0
123,191,0
123,192,0
123,193,2
123,194,0
123,195,3
123,196,0
123,197,0
123,198,22
123,199,0
123,200,7
124,151,3
124,152,0
124,153,1
124,154,0
124,155,0
124,156,0
124,157,0
124,158,0
124,159,0
124,160,0
124,161,0
124,162,0
124,163,0
124,164,0
124,165,0
124,166,3
124,167,0
124,168,0
124,169,0
124,170,0
124,171,0
124,172,0
124,173,1
124,174,0
124,175,0
124,176,0
124,177,0
124,178,0
124,179,0
124,180,0
124,181,0
124,182,0
124,183,0
124,184,0
124,185,0
124,186,0
124,187,1
124,188,0
124,189,1
124,190,0
124,191,0
124,192,7
124,193,12
124,194,9
124,195,4
124,196,4
124,197,1
124,198,3
124,199,0
124,200,2
125,151,0
125,152,0
125,153,0
125,154,10
125,155,14
125,156,15
125,157,0
125,158,6
125,159,0
125,160,5
125,161,3
125,162,5
125,163,1
125,164,8
125,165,0
125,166,0
125,167,1
125,168,0
125,169,2
125,170,1
125,171,21
125,172,14
125,173,9
125,174,2
125,175,10
125,176,6
125,177,4
125,178,1
125,179,11
125,180,0
125,181,7
125,182,1
125,183,3
125,184,5
125,185,3
125,186,1
125,187,15
125,188,7
125,189,12
125,190,9
125,191,3
125,192,10
125,193,0
125,194,1
125,195,6
125,196,0
125,197,2
125,198,0
125,199,0
125,200,0
126,151,0
126,152,1
126,153,23
126,154,43
126,155,5
126,156,1
126,157,3
126,158,0
126,159,0
126,160,0
126,161,0
126,162,5
126,163,30
126,164,1
126,165,0
126,166,13
126,167,0
126,168,0
126,169,5
126,170,16
126,171,19
126,172,47
126,173,0
126,174,0
126,175,0
126,176,0
126,177,0
126,178,0
126,179,0
126,180,0
126,181,0
126,182,0
126,183,13
126,184,15
126,185,61
126,186,2
126,187,31
126,188,5
126,189,12
126,190,7
126,191,1
126,192,5
126,193,4
126,194,4
126,195,10
126,196,5
126,197,3
126,198,0
126,199,0
126,200,3
127,151,3
127,152,29
127,153,5
127,154,8
127,155,1
127,156,1
127,157,0
127,158,0
127,159,3
127,160,3
127,161,0
127,162,3
127,163,0
127,164,0
127,165,1
127,166,0
127,167,1
127,168,0
127,169,4
127,170,2
127,171,27
127,172,3
127,173,6
127,174,2
127,175,1
127,176,3
127,177,0
127,178,0
127,179,0
127,180,0
127,181,0
127,182,0
127,183,0
127,184,1
127,185,0
127,186,1
127,187,2
127,188,0
127,189,25
127,190,6
127,191,1
127,192,0
127,193,10
127,194,0
127,195,8
127,196,1
127,197,0
127,198,0
127,199,0
127,200,0
128,151,11
128,152,0
128,153,0
128,154,0
128,155,0
128,156,1
128,157,0
128,158,0
128,159,1
128,160,0
128,161,0
128,162,0
128,163,0
128,164,1
128,165,2
128,166,0
128,167,0
128,168,16
128,169,8
128,170,2
128,171,0
128,172,0
128,173,0
128,174,0
128,175,4
128,176,3
128,177,2
128,178,2
128,179,31
128,180,2
128,181,16
128,182,0
128,183,0
128,184,3
128,185,4
128,186,3
128,187,0
128,188,0
128,189,9
128,190,5
128,191,0
128,192,0
128,193,0
128,194,5
128,195,0
128,196,3
128,197,1
128,198,1
128,199,0
128,200,0
129,151,9
129,152,2
129,153,6
129,154,0
129,155,63
129,156,0
129,157,2
129,158,4
129,159,0
129,160,0
129,161,7
129,162,21
129,163,26
129,164,1
129,165,0
129,166,0
129,167,6
129,168,2
129,169,0
129,170,12
129,171,5
129,172,15
129,173,1
129,174,3
129,175,5
129,176,8
129,177,7
129,178,2
129,179,6
129,180,11
129,181,4
129,182,1
129,183,13
129,184,1
129,185,11
129,186,1
129,187,11
129,188,6
129,189,3
129,190,2
129,191,25
129,192,9
129,193,12
129,194,0
129,195,0
129,196,0
129,197,1
129,198,1
129,199,1
129,200,5
130,151,0
130,152,0
130,153,1
130,154,2
130,155,3
130,156,0
130,157,0
130,158,0
130,159,0
130,160,1
130,161,0
130,162,0
130,163,1
130,164,2
130,165,0
130,166,1
130,167,3
130,168,0
130,169,0
130,170,0
130,171,0
130,172,0
130,173,0
130,174,1
130,175,0
130,176,0
130,177,0
130,178,8
130,179,2
130,180,1
130,181,0
130,182,10
130,183,0
130,184,0
130,185,0
130,186,0
130,187,1
130,188,0
130,189,0
130,190,0
130,191,0
130,192,2
130,193,0
130,194,0
130,195,1
130,196,0
130,197,0
130,198,0
130,199,0
130,200,0
131,151,17
131,152,4
131,153,0
131,154,4
131,155,4
131,156,6
131,157,6
131,158,1
131,159,7
131,160,1
131,161,0
131,162,2
131,163,1
131,164,0
131,165,1
131,166,4
131,167,6
131,168,8
131,169,0
131,170,0
131,171,7
131,172,0
131,173,20
131,174,0
131,175,1
131,176,0
131,177,0
131,178,20
131,179,4
131,180,0
131,181,0
131,182,0
131,183,4
131,184,0
131,185,4
131,186,0
131,187,4
131,188,0
131,189,8
131,190,2
131,191,5
131,192,4
131,193,0
131,194,0
131,195,8
131,196,0
131,197,3
131,198,8
131,199,0
131,200,2
132,151,1
132,152,0
132,153,0
132,154,0
132,155,0
132,156,0
132,157,0
132,158,0
132,159,0
132,160,0
132,161,0
132,162,0
132,163,1
132,164,0
132,165,0
132,166,0
132,167,0
132,168,0
132,169,0
132,170,0
132,171,0
132,172,3
132,173,3
132,174,0
132,175,0
132,176,1
132,177,0
132,178,1
132,179,0
132,180,0
132,181,0
132,182,0
132,183,0
132,184,0
132,185,0
132,186,0
132,187,0
132,188,0
132,189,0
132,190,0
132,191,0
132,192,0
132,193,0
132,194,0
132,195,0
132,196,0
132,197,0
132,198,0
132,199,0
132,200,0
133,151,6
133,152,0
133,153,0
133,154,0
133,155,11
133,156,0
133,157,50
133,158,0
133,159,1
133,160,1
133,161,1
133,162,11
133,163,5
133,164,7
133,165,0
133,166,0
133,167,0
133,168,0
133,169,0
133,170,0
133,171,0
133,172,0
133,173,60
133,174,3
133,175,9
133,176,0
133,177,50
133,178,15
133,179,15
133,180,0
133,181,27
133,182,0
133,183,0
133,184,0
133,185,0
133,186,0
133,187,3
133,188,3
133,189,16
133,190,0
133,191,0
133,192,0
133,193,3
133,194,0
133,195,11
133,196,0
133,197,0
133,198,0
133,199,0
133,200,0
134,151,0
134,152,11
134,153,0
134,154,12
134,155,0
134,156,4
134,157,5
134,158,1
134,159,0
134,160,3
134,161,2
134,162,15
134,163,8
134,164,2
134,165,0
134,166,2
134,167,0
134,168,21
134,169,1
134,170,2
134,171,18
134,172,11
134,173,43
134,174,5
134,175,10
134,176,0
134,177,0
134,178,0
134,179,0
134,180,3
134,181,0
134,182,0
134,183,2
134,184,0
134,185,0
134,186,2
134,187,5
134,188,0
134,189,0
134,190,1
134,191,0
134,192,0
134,193,0
134,194,9
134,195,1
134,196,0
134,197,1
134,198,19
134,199,1
134,200,0
135,151,13
135,152,21
135,153,14
135,154,5
135,155,15
135,156,1
135,157,6
135,158,2
135,159,4
135,160,2
135,161,1
135,162,0
135,163,11
135,164,0
135,165,5
135,166,0
135,167,4
135,168,3
135,169,0
135,170,1
135,171,2
135,172,62
135,173,69
135,174,4
135,175,4
135,176,14
135,177,5
135,178,5
135,179,19
135,180,107
135,181,0
135,182,2
135,183,28
135,184,9
135,185,10
135,186,0
135,187,14
135,188,0
135,189,0
135,190,2
135,191,1
135,192,0
135,193,0
135,194,0
135,195,18
135,196,4
135,197,0
135,198,6
135,199,3
135,200,4
136,151,0
136,152,0
136,153,0
136,154,7
136,155,1
136,156,0
136,157,0
136,158,0
136,159,1
136,160,0
136,161,9
136,162,41
136,163,13
136,164,0
136,165,0
136,166,0
136,167,0
136,168,9
136,169,3
136,170,4
136,171,11
136,172,61
136,173,4
136,174,6
136,175,0
136,176,1
136,177,1
136,178,46
136,179,6
136,180,0
136,181,6
136,182,4
136,183,16
136,184,3
136,185,30
136,186,0
136,187,24
136,188,0
136,189,2
136,190,6
136,191,2
136,192,0
136,193,0
136,194,0
136,195,7
136,196,0
136,197,0
136,198,0
136,199,1
136,200,0
137,151,0
137,152,7
137,153,7
137,154,4
137,155,2
137,156,9
137,157,2
137,158,1
137,159,3
137,160,4
137,161,4
137,162,3
137,163,13
137,164,4
137,165,1
137,166,0
137,167,0
137,168,8
137,169,0
137,170,0
137,171,5
137,172,1
137,173,18
137,174,0
137,175,0
137,176,0
137,177,3
137,178,11
137,179,5
137,180,0
137,181,5
137,182,2
137,183,2
137,184,0
137,185,0
137,186,1
137,187,6
137,188,0
137,189,0
137,190,1
137,191,1
137,192,1
137,193,0
137,194,0
137,195,1
137,196,1
137,197,3
137,198,7
137,199,0
137,200,1
138,151,17
138,152,4
138,153,8
138,154,14
138,155,36
138,156,0
138,157,6
138,158,0
138,159,0
138,160,0
138,161,2
138,162,2
138,163,0
138,164,8
138,165,11
138,166,0
138,167,1
138,168,1
138,169,0
138,170,0
138,171,6
138,172,161
138,173,29
138,174,5
138,175,0
138,176,0
138,177,0
138,178,52
138,179,26
138,180,21
138,181,1
138,182,30
138,183,4
138,184,0
138,185,0
138,186,0
138,187,40
138,188,2
138,189,12
138,190,15
138,191,1
138,192,4
138,193,0
138,194,0
138,195,0
138,196,0
138,197,0
138,198,0
138,199,0
138,200,0
139,151,4
139,152,0
139,153,7
139,154,6
139,155,13
139,156,2
139,157,0
139,158,6
139,159,1
139,160,0
139,161,0
139,162,0
139,163,4
139,164,2
139,165,4
139,166,3
139,167,27
139,168,0
139,169,0
139,170,0
139,171,1
139,172,0
139,173,3
139,174,0
139,175,0
139,176,0
139,177,0
139,178,0
139,179,3
139,180,0
139,181,2
139,182,23
139,183,14
139,184,2
139,185,2
139,186,0
139,187,6
139,188,5
139,189,0
139,190,4
139,191,0
139,192,3
139,193,2
139,194,0
139,195,1
139,196,0
139,197,0
139,198,9
139,199,0
139,200,3
140,151,0
140,152,30
140,153,1
140,154,34
140,155,12
140,156,0
140,157,11
140,158,0
140,159,0
140,160,1
140,161,13
140,162,7
140,163,18
140,164,9
140,165,4
140,166,2
140,167,14
140,168,6
140,169,7
140,170,3
140,171,16
140,172,35
140,173,45
140,174,9
140,175,7
140,176,0
140,177,3
140,178,7
140,179,6
140,180,10
140,181,10
140,182,0
140,183,18
140,184,2
140,185,14
140,186,5
140,187,39
140,188,3
140,189,16
140,190,12
140,191,6
140,192,1
140,193,3
140,194,11
140,195,1
140,196,4
140,197,2
140,198,5
140,199,5
140,200,0
141,151,7
141,152,1
141,153,1
141,154,5
141,155,2
141,156,5
141,157,1
141,158,0
141,159,5
141,160,5
141,161,2
141,162,0
141,163,9
141,164,3
141,165,3
141,166,1
141,167,1
141,168,0
141,169,1
141,170,0
141,171,1
141,172,0
141,173,0
141,174,0
141,175,0
141,176,0
141,177,2
141,178,0
141,179,10
141,180,0
141,181,12
141,182,0
141,183,0
141,184,1
141,185,5
141,186,0
141,187,3
141,188,1
141,189,22
141,190,4
141,191,0
141,192,0
141,193,0
141,194,0
141,195,0
141,196,11
141,197,3
141,198,3
141,199,0
141,200,17
142,151,7
142,152,1
142,153,14
142,154,2
142,155,3
142,156,0
142,157,3
142,158,0
142,159,16
142,160,0
142,161,0
142,162,0
142,163,11
142,164,7
142,165,1
142,166,0
142,167,3
142,168,0
142,169,0
142,170,5
142,171,10
142,172,24
142,173,56
142,174,0
142,175,3
142,176,9
142,177,0
142,178,4
142,179,10
142,180,1
142,181,3
142,182,0
142,183,55
142,184,9
142,185,4
142,186,0
142,187,20
142,188,0
142,189,4
142,190,1
142,191,2
142,192,9
142,193,2
142,194,5
142,195,2
142,196,4
142,197,1
142,198,0
142,199,0
142,200,0
143,151,3
143,152,9
143,153,9
143,154,30
143,155,23
143,156,0
143,157,21
143,158,6
143,159,1
143,160,0
143,161,4
143,162,22
143,163,14
143,164,17
143,165,0
143,166,0
143,167,2
143,168,1
143,169,0
143,170,0
143,171,3
143,172,22
143,173,6
143,174,4
143,175,1
143,176,0
143,177,0
143,178,26
143,179,6
143,180,0
143,181,1
143,182,0
143,183,10
143,184,27
143,185,72
143,186,0
143,187,11
143,188,4
143,189,9
143,190,2
143,191,1
143,192,1
143,193,0
143,194,1
143,195,1
143,196,4
143,197,0
143,198,1
143,199,0
143,200,0
144,151,9
144,152,14
144,153,17
144,154,4
144,155,0
144,156,18
144,157,5
144,158,6
144,159,4
144,160,4
144,161,1
144,162,3
144,163,17
144,164,2
144,165,0
144,166,3
144,167,63
144,168,13
144,169,3
144,170,0
144,171,8
144,172,5
144,173,32
144,174,3
144,175,4
144,176,7
144,177,3
144,178,7
144,179,7
144,180,0
144,181,28
144,182,4
144,183,2
144,184,0
144,185,0
144,186,0
144,187,2
144,188,0
144,189,43
144,190,0
144,191,2
144,192,15
144,193,9
144,194,5
144,195,2
144,196,0
144,197,0
144,198,5
144,199,8
144,200,8
145,151,1
145,152,33
145,153,6
145,154,0
145,155,21
145,156,0
145,157,0
145,158,0
145,159,2
145,160,1
145,161,7
145,162,88
145,163,9
145,164,3
145,165,2
145,166,0
145,167,0
145,168,13
145,169,5
145,170,0
145,171,17
145,172,43
145,173,6
145,174,0
145,175,6
145,176,1
145,177,0
145,178,0
145,179,9
145,180,41
145,181,17
145,182,8
145,183,27
145,184,1
145,185,5
145,186,0
145,187,86
145,188,9
145,189,6
145,190,1
145,191,3
145,192,1
145,193,0
145,194,0
145,195,0
145,196,2
145,197,0
145,198,1
145,199,0
145,200,0
146,151,12
146,152,1
146,153,2
146,154,34
146,155,9
146,156,4
146,157,0
146,158,0
146,159,2
146,160,1
146,161,16
146,162,68
146,163,19
146,164,3
146,165,0
146,166,0
146,167,8
146,168,8
146,169,0
146,170,1
146,171,5
146,172,25
146,173,26
146,174,2
146,175,1
146,176,1
146,177,0
146,178,0
146,179,0
146,180,24
146,181,2
146,182,14
146,183,10
146,184,1
146,185,7
146,186,0
146,187,12
146,188,1
146,189,8
146,190,1
146,191,1
146,192,3
146,193,0
146,194,2
146,195,0
146,196,0
146,197,0
146,198,0
146,199,10
146,200,12
147,151,2
147,152,0
147,153,0
147,154,2
147,155,3
147,156,1
147,157,1
147,158,0
147,159,0
147,160,0
147,161,0
147,162,29
147,163,2
147,164,13
147,165,0
147,166,0
147,167,0
147,168,0
147,169,0
147,170,0
147,171,1
147,172,42
147,173,35
147,174,4
147,175,6
